delta;theta;lowAlpha;highAlpha;lowBeta;highBeta;lowGamma;highGamma
0.0060998485423624516;0.008845836855471134;0.011755927465856075;0.011878076009452343;0.009282385930418968;0.009153501130640507;0.004049456212669611;0.004254836123436689;1
0.00480232760310173;0.016645323485136032;0.007432170677930117;0.009156888350844383;0.002786768600344658;0.008177061565220356;0.006385680753737688;0.0019478852627798915;1
0.03125036880373955;0.05158698186278343;0.021110491827130318;0.022203361615538597;0.007980525493621826;0.011767356656491756;0.008110892958939075;0.005449241492897272;1
0.4820389151573181;0.3712010681629181;0.11301721632480621;0.12349240481853485;0.04244476184248924;0.14102301001548767;0.2005079835653305;0.059199340641498566;1
0.04452383145689964;0.007610586937516928;0.011439872905611992;0.013773391954600811;0.003893606597557664;0.007581182289868593;0.012118416838347912;0.001983233727514744;1
0.07143626362085342;0.04515886306762695;0.0384381040930748;0.07584689557552338;0.03066129796206951;0.08906136453151703;0.16276296973228455;0.01706213504076004;1
0.08466792106628418;0.009732920676469803;0.03750297427177429;0.024049201980233192;0.018705051392316818;0.12786860764026642;0.03272511437535286;0.014727277681231499;1
0.1736413538455963;0.04454031214118004;0.02727518603205681;0.045141253620386124;0.03361400589346886;0.09452942758798599;0.029226768761873245;0.018634211272001266;1
0.0013173507759347558;0.016787923872470856;0.013684838078916073;0.011181604117155075;0.010110375471413136;0.014070753939449787;0.006008290685713291;0.003644610522314906;1
0.0010303526651114225;0.009991267696022987;0.013450240716338158;0.016848523169755936;0.008615203201770782;0.013544978573918343;0.00791920255869627;0.0029748505912721157;1
0.005171057302504778;0.009540318511426449;0.007914397865533829;0.008582204580307007;0.005178359802812338;0.008016824722290039;0.005786648951470852;0.0012167305685579777;1
0.1845654994249344;0.0634959414601326;0.06155896559357643;0.0576511025428772;0.06817575544118881;0.04948298633098602;0.01778525859117508;0.009026875719428062;1
0.2865961492061615;0.033526770770549774;0.027702022343873978;0.008555563166737556;0.018407383933663368;0.03773065283894539;0.026824651286005974;0.005964584648609161;1
0.010336487554013729;0.01198766939342022;0.00831516832113266;0.01380383875221014;0.006423766724765301;0.010921108536422253;0.009884027764201164;0.0029171768110245466;1
0.009860836900770664;0.01547952089458704;0.022589758038520813;0.020243346691131592;0.010919547639787197;0.019483737647533417;0.006134087219834328;0.00185486301779747;1
0.17106828093528748;0.07031574845314026;0.012515109963715076;0.015025517903268337;0.005624858662486076;0.015773264691233635;0.00786529015749693;0.0010251047788187861;1
0.02339610643684864;0.002011217176914215;0.0011990524362772703;0.005400509107857943;0.002336848294362426;0.0006759971147403121;0.0009165189112536609;0.00042976264376193285;1
0.0014443695545196533;0.0039344667457044125;0.01234893687069416;0.0039618955925107;0.0035942301619797945;0.03645877540111542;0.002222408540546894;0.0017748639220371842;1
0.0006763615529052913;0.002654769690707326;0.009185133501887321;0.014839031733572483;0.002379616489633918;0.016088731586933136;0.002162505406886339;0.0034083339851349592;1
0.0018817000091075897;0.0022112277802079916;0.005705274175852537;0.007566041313111782;0.002766239922493696;0.010981197468936443;0.001120189786888659;0.0006809226470068097;1
0.004526048433035612;0.00999034196138382;0.010609007440507412;0.015371850691735744;0.0033940754365175962;0.016904935240745544;0.002054679673165083;0.0006567368400283158;1
0.012399336323142052;0.023919781669974327;0.0028281998820602894;0.008152143098413944;0.0036027836613357067;0.007175583858042955;0.0028274308424443007;0.0019739314448088408;1
0.003729367395862937;0.010584818199276924;0.008627964183688164;0.03008909523487091;0.0020357610192149878;0.010445406660437584;0.003360569244250655;0.0007330150692723691;1
0.07584252953529358;0.08099964261054993;0.01693335734307766;0.05203746631741524;0.039322689175605774;0.04350917786359787;0.021613072603940964;0.006552484817802906;1
0.0019149285508319736;0.004191888030618429;0.0015118487644940615;0.01753738336265087;0.0037960954941809177;0.006304298993200064;0.001994776539504528;0.0006437137490138412;1
0.024107571691274643;0.05375376343727112;0.007445203606039286;0.03099108301103115;0.009520175866782665;0.011852482333779335;0.0017851152224466205;0.0025264834985136986;1
0.019116859883069992;0.013777579180896282;0.02908353880047798;0.0604141540825367;0.029501426964998245;0.023865200579166412;0.012328078038990498;0.0075273578986525536;1
0.05137721449136734;0.03294895961880684;0.01690729148685932;0.02349354699254036;0.006120968610048294;0.012909040786325932;0.0161319300532341;0.003983211237937212;1
0.0676991268992424;0.03441014885902405;0.03264811262488365;0.06314675509929657;0.009451746940612793;0.03738514333963394;0.01945655792951584;0.00824734941124916;1
0.0069763851352036;0.008918063715100288;0.002261256566271186;0.007040833123028278;0.0016850626561790705;0.004797075875103474;0.006164039019495249;0.007730146404355764;1
0.0053940098732709885;0.00326406117528677;0.019461795687675476;0.005016117822378874;0.0028894119895994663;0.011767356656491756;0.0028454018756747246;0.004805527627468109;1
0.02265516296029091;0.07709018141031265;0.014020442962646484;0.032840728759765625;0.04058520495891571;0.028106456622481346;0.016173863783478737;0.015346805565059185;1
0.0009387062164023519;0.006620720028877258;0.02067062258720398;0.021640095859766006;0.0015362297417595983;0.010315215215086937;0.0036720659118145704;0.007694798056036234;1
0.2575452923774719;0.05138419196009636;0.10928972065448761;0.12480922788381577;0.012168376706540585;0.0574597530066967;0.0515766516327858;0.009493847377598286;1
0.02826998382806778;0.01021813228726387;0.024805398657917976;0.005335809662938118;0.0014045039424672723;0.0019378582946956158;0.0015095605049282312;0.0015869589988142252;1
0.03496258705854416;0.004675246775150299;0.006747928448021412;0.01007029414176941;0.006379288155585527;0.015983575955033302;0.0053014326840639114;0.006440858356654644;1
0.2497100532054901;0.018477827310562134;0.057789117097854614;0.09065929055213928;0.029344040900468826;0.11903557926416397;0.0350194089114666;0.01000174880027771;1
0.09844222664833069;0.07321127504110336;0.011342124082148075;0.02893592044711113;0.006854868959635496;0.017781227827072144;0.007356112357228994;0.004303207620978355;1
0.07319362461566925;0.05855586752295494;0.009752076119184494;0.050606463104486465;0.009982071816921234;0.016319070011377335;0.008434370160102844;0.0025246229488402605;1
0.03683704882860184;0.10781217366456985;0.11105246096849442;0.12673500180244446;0.0390455536544323;0.1323552280664444;0.020091531798243523;0.01332822348922491;1
0.04813368245959282;0.023443829268217087;0.0389561727643013;0.04105376452207565;0.011851892806589603;0.012633634731173515;0.0063437484204769135;0.009034317918121815;1
0.02254100702702999;0.043036531656980515;0.06017092987895012;0.05057220906019211;0.004444459453225136;0.01863248273730278;0.014430680312216282;0.005834353622049093;1
0.028003349900245667;0.0015454519307240844;0.002824941650032997;0.007836257107555866;0.0002908229944296181;0.0003555243893060833;0.000802702852524817;0.002081837272271514;1
0.008752236142754555;0.004329858347773552;0.011143368668854237;0.01863727532327175;0.003922688774764538;0.008567636832594872;0.0023781568743288517;0.017153296619653702;1
0.13228414952754974;0.032785989344120026;0.2328018993139267;0.08079831302165985;0.09716909378767014;0.09126461297273636;0.010746633633971214;0.07537031918764114;1
0.006374252028763294;0.012119158171117306;0.004294432699680328;0.01883898489177227;0.006901058368384838;0.013239528052508831;0.0030910049099475145;0.009458499029278755;1
0.3037262558937073;0.0458524189889431;0.011651662178337574;0.0627128928899765;0.009150659665465355;0.030795423313975334;0.007511860691010952;0.004401811398565769;1
0.0018768764566630125;0.0034983328077942133;0.005223046522587538;0.010553637519478798;0.006079911254346371;0.01142184715718031;0.004211194813251495;0.016987716779112816;1
0.07665957510471344;0.016368456184864044;0.014258298091590405;0.004605085588991642;0.005985821597278118;0.015833353623747826;0.009752240031957626;0.010012911632657051;1
0.008897745050489902;0.005860494449734688;0.02459360845386982;0.03328601270914078;0.007022520061582327;0.015532910823822021;0.004732352681457996;0.007313406560570002;1
0.21566902101039886;0.1665143370628357;0.3239396810531616;0.09102465212345123;0.04037478566169739;0.050133947283029556;0.12245411425828934;0.037039585411548615;1
0.27241212129592896;0.18242259323596954;0.26068639755249023;0.036056675016880035;0.02146958000957966;0.12833930552005768;0.1610976606607437;0.039672113955020905;1
0.06721731275320053;0.034095317125320435;0.011671211570501328;0.022443130612373352;0.004326419904828072;0.016258981078863144;0.0029652081429958344;0.0012055679690092802;1
0.0008500074618496001;0.0008213396649807692;0.016379447653889656;0.07747960835695267;0.007749577518552542;0.011557046324014664;0.006146067753434181;0.0015962612815201283;1
0.001444637542590499;0.005943832453340292;0.007021625526249409;0.0036840683314949274;0.005717237945646048;0.005052452441304922;0.0037439498119056225;0.002407415071502328;1
0.023569216951727867;0.016027698293328285;0.021993489935994148;0.01844698190689087;0.0038782102055847645;0.019323501735925674;0.003989553079009056;0.0013134736800566316;1
0.0012307957513257861;0.008809723891317844;0.03570765256881714;0.019071143120527267;0.001211192226037383;0.005117548163980246;0.00280346954241395;0.0010102213127538562;1
0.0008100796258077025;0.007142043672502041;0.020921511575579643;0.037236493080854416;0.005729212891310453;0.03159159794449806;0.006709157954901457;0.0011683590710163116;1
0.16744691133499146;0.09931635111570358;0.12521952390670776;0.07326272130012512;0.008131069131195545;0.023524699732661247;0.006517467554658651;0.00519994180649519;1
0.008216291666030884;0.01602954976260662;0.016415288671851158;0.0025499232579022646;0.002661885693669319;0.011061315424740314;0.004546652548015118;0.0009897564304992557;1
0.0014140886487439275;0.0007815227145329118;0.0052979872561991215;0.009990370832383633;0.0021093219984322786;0.0033950076904147863;0.002875353442505002;0.0007981306407600641;1
0.0010528622660785913;0.006609607953578234;0.0018800360849127173;0.027504919096827507;0.004962808918207884;0.0035251996014267206;0.0031868501100689173;0.00046325064613483846;1
0.0012318677036091685;0.006742948666214943;0.00907760951668024;0.007307243067771196;0.004333262797445059;0.005032422952353954;0.003378540277481079;0.0013637057272717357;1
0.0016236428637057543;0.00639200396835804;0.0013619671808555722;0.0265344250947237;0.009263567626476288;0.009954683482646942;0.0060262614861130714;0.0005897608352825046;1
0.001624446827918291;0.011127439327538013;0.048151079565286636;0.012460371479392052;0.007925782352685928;0.011607120744884014;0.0023781568743288517;0.0009730124147608876;1
0.0015038592973724008;0.01610548049211502;0.0028542662039399147;0.01448128093034029;0.009311468340456486;0.019774166867136955;0.0034204726107418537;0.0006158070755191147;1
0.0010461630299687386;0.00341314310207963;0.00621030991896987;0.025708554312586784;0.003760170191526413;0.006464535370469093;0.0035043370444327593;0.0005339475465007126;1
0.00843790452927351;0.03753901645541191;0.003678614739328623;0.01765536516904831;0.007167931646108627;0.006614756770431995;0.005804619751870632;0.000651155540253967;1
0.0013744288589805365;0.004221518989652395;0.017066948115825653;0.0032616183161735535;0.006871976424008608;0.02435091696679592;0.0033545789774507284;0.0009544079657644033;1
0.020525053143501282;0.030504386872053146;0.14616385102272034;0.017198661342263222;0.012866351753473282;0.05474074184894562;0.020762447267770767;0.0025729944463819265;1
0.005123358219861984;0.013159028254449368;0.01554858312010765;0.008753468282520771;0.002856908133253455;0.009759395383298397;0.002995159709826112;0.0011813821038231254;1
0.004459323361515999;0.0014621141599491239;0.006324350368231535;0.011737259104847908;0.004943991079926491;0.021802159026265144;0.0034863660112023354;0.0005358079797588289;1
0.0058790394105017185;0.023636432364583015;0.02945498563349247;0.009613591246306896;0.005753163248300552;0.013554994016885757;0.00558896828442812;0.0019739314448088408;1
0.0001398814347339794;0.002534392988309264;0.017474234104156494;0.000791617960203439;0.0059806895442306995;0.007781477645039558;0.0056249103508889675;0.0010102213127538562;1
0.006877503357827663;0.0480775386095047;0.012632409110665321;0.01985134370625019;0.01603803224861622;0.013144387863576412;0.004977955482900143;0.0005358079797588289;1
0.039176445454359055;0.006338297389447689;0.038001492619514465;0.039691269397735596;0.022345470264554024;0.052277110517024994;0.014682273380458355;0.0030399661045521498;1
0.01903727278113365;0.005909570958465338;0.04902756214141846;0.008254900574684143;0.003951771184802055;0.005327858496457338;0.0018689797725528479;0.0013004506472498178;1
0.005794628523290157;0.019413061439990997;0.0429573580622673;0.019729556515812874;0.007575083523988724;0.004777045920491219;0.002126563573256135;0.0009097572765313089;1
0.00592968612909317;0.004974336829036474;0.04072216898202896;0.023402206599712372;0.011898081749677658;0.005988833494484425;0.005547035951167345;0.001365566160529852;1
0.012751719914376736;0.04021415859460831;0.0877067819237709;0.0982062965631485;0.043151289224624634;0.061290401965379715;0.01825849339365959;0.004455764312297106;1
0.004133469425141811;0.007752261124551296;0.018448464572429657;0.016547860577702522;0.002776504261419177;0.017530858516693115;0.0028513921424746513;0.0008669670787639916;1
0.010056188330054283;0.05462140217423439;0.03284035250544548;0.16534540057182312;0.06777544319629669;0.030580105260014534;0.019127091392874718;0.006223186384886503;1
0.001926987199112773;0.0035029626451432705;0.0007265997701324522;0.01661255955696106;0.0021999904420226812;0.009393855929374695;0.003360569244250655;0.0008334790472872555;1
0.001682864734902978;0.0034233287442475557;0.006760961841791868;0.015996010974049568;0.004196404945105314;0.013294609263539314;0.004319020546972752;0.0004892968572676182;1
0.0005895385984331369;0.0025742098223417997;0.004476896952837706;0.00946135725826025;0.005236524622887373;0.0056733679957687855;0.0029711986426264048;0.001609284314326942;1
0.0012889456702396274;0.002398274838924408;0.0020429508294910192;0.008745856583118439;0.004976494703441858;0.006114018149673939;0.005199597682803869;0.0010920808417722583;1
0.0008127593318931758;0.015399887226521969;0.008103379048407078;0.02326900139451027;0.004576185252517462;0.013459852896630764;0.0049899364821612835;0.00080557243200019;1
0.001109136501327157;0.01637771539390087;0.005871447268873453;0.0062720500864088535;0.0034625043626874685;0.019403619691729546;0.0019288829062134027;0.00048185509513132274;1
0.0005249573150649667;0.004712285939604044;0.00819461140781641;0.0169170293956995;0.005927656777203083;0.010610650293529034;0.0034264628775417805;0.0007013875292614102;1
0.0014735785080119967;0.004155775066465139;0.023544438183307648;0.0030522963497787714;0.005571826361119747;0.01110137440264225;0.004912062082439661;0.000561854219995439;1
0.0046787927858531475;0.012433063238859177;0.004502963274717331;0.019097784534096718;0.00783340260386467;0.004927267786115408;0.0026656922418624163;0.0006846435135230422;1
0.002263828180730343;0.0023427163250744343;0.033795032650232315;0.010112158954143524;0.003830309957265854;0.005693397950381041;0.0032407629769295454;0.0004781341995112598;1
0.005019653122872114;0.00785689614713192;0.015861378982663155;0.007779168896377087;0.0054195718839764595;0.020380061119794846;0.006116116419434547;0.0009711519232951105;1
0.005667341407388449;0.0029566374141722918;0.003026955761015415;0.011010340414941311;0.0030382450204342604;0.008237149566411972;0.0015395121881738305;0.0005953421932645142;1
0.0047886609099805355;0.0087171271443367;0.008735488168895245;0.009826719760894775;0.00637244526296854;0.008202098309993744;0.0018569991225376725;0.000723712844774127;1
0.0011144959134981036;0.009554208256304264;0.008598639629781246;0.017940804362297058;0.006004639435559511;0.007661300245672464;0.003570230444893241;0.0008595252875238657;1
0.0013738928828388453;0.005854012444615364;0.023453205823898315;0.010523190721869469;0.0047250185161828995;0.013544978573918343;0.004408875480294228;0.0012632417492568493;1
0.001330213388428092;0.0015991585096344352;0.01809982769191265;0.008281541988253593;0.004018489271402359;0.008587666787207127;0.0019528442062437534;0.0005395288462750614;1
0.00814259983599186;0.004031694494187832;0.038255639374256134;0.004776348825544119;0.009573209099471569;0.010810946114361286;0.0028274308424443007;0.0019981171935796738;1
0.14057333767414093;0.13189122080802917;0.10417746007442474;0.10626710206270218;0.015743788331747055;0.018402142450213432;0.01207648403942585;0.008522695861756802;1
0.004270670935511589;0.03822794184088707;0.03434568643569946;0.00803796760737896;0.008226869627833366;0.006449513137340546;0.0014796089380979538;0.0013264968292787671;1
0.0136215565726161;0.018292631953954697;0.05409746989607811;0.048300113528966904;0.03233267366886139;0.03929295763373375;0.015299276448786259;0.00812270026654005;1
0.0016078324988484383;0.003793718758970499;0.011596270836889744;0.08135777711868286;0.005816460121423006;0.01521744579076767;0.002503953641280532;0.0007739448337815702;1
0.0019422617042437196;0.0036566744092851877;0.014154032804071903;0.007470894604921341;0.002176040317863226;0.009524048306047916;0.005529065150767565;0.001114406157284975;1
0.0020633849781006575;0.009869965724647045;0.014681876637041569;0.043074674904346466;0.006209926214069128;0.006815052125602961;0.003642114344984293;0.0014455652562901378;1
0.019944358617067337;0.03128776326775551;0.04355036839842796;0.042511407285928726;0.00994272530078888;0.013800355605781078;0.004462788347154856;0.0009506870410405099;1
0.04212414100766182;0.0909825786948204;0.05655096471309662;0.04834578558802605;0.03156284987926483;0.038246411830186844;0.019887860864400864;0.006208302918821573;1
0.0005948980106040835;0.0015408220933750272;0.011716827750205994;0.00682389922440052;0.0036643696948885918;0.0140457171946764;0.0023961279075592756;0.001293008797802031;1
0.009698713198304176;0.005928090773522854;0.011241117492318153;0.040852054953575134;0.006233876571059227;0.006294284015893936;0.001719221705570817;0.0004279022105038166;1
0.013700340874493122;0.007973568513989449;0.09348373860120773;0.07314854860305786;0.012890301644802094;0.03186199814081192;0.004971965216100216;0.0032818238250911236;1
0.002952784299850464;0.010813533328473568;0.020634781569242477;0.05341518297791481;0.006757357623428106;0.010445406660437584;0.0033126468770205975;0.001032546628266573;1
0.011655177921056747;0.013122914358973503;0.02053377404808998;0.01581713557243347;0.0019502247450873256;0.005102526396512985;0.003713998245075345;0.0013190550962463021;1
0.00479830801486969;0.013713686726987362;0.009074350818991661;0.014949400909245014;0.006215058267116547;0.010089882649481297;0.0021026022732257843;0.0004520879883784801;1
0.002619963139295578;0.008043942973017693;0.011312799528241158;0.0142567353323102;0.0014216111740097404;0.014686662703752518;0.003923659212887287;0.0007367359357886016;1
0.0056408122181892395;0.006101247854530811;0.002222157083451748;0.016593530774116516;0.002882569096982479;0.006815052125602961;0.003929649479687214;0.0008260373142547905;1
0.02313697710633278;0.012791415676474571;0.01865047961473465;0.016091158613562584;0.010692021809518337;0.010921108536422253;0.005600948818027973;0.0011962656863033772;1
0.00965128280222416;0.012581219896674156;0.020129745826125145;0.017111126333475113;0.013064795173704624;0.008237149566411972;0.004840178415179253;0.0010846391087397933;1
0.005178024526685476;0.013620163314044476;0.007855748757719994;0.006565100979059935;0.008953927084803581;0.01716531813144684;0.003713998245075345;0.0016130052972584963;1
0.005742909852415323;0.007346684113144875;0.0008764812955632806;0.013685856945812702;0.0027747934218496084;0.004877193830907345;0.0030370920430868864;0.0006065048510208726;1
0.003146260278299451;0.02199745737016201;0.003336493857204914;0.016799047589302063;0.0035497513599693775;0.011191507801413536;0.0016772894887253642;0.0007106897537596524;1
0.196717768907547;0.031089603900909424;0.03126334026455879;0.046770159155130386;0.034684918820858;0.04303847998380661;0.014448651112616062;0.0020446283742785454;1
0.017313944175839424;0.003779829014092684;0.0031409962102770805;0.0048182131722569466;0.0027576861903071404;0.0037305024452507496;0.0005391287850216031;0.00040371643262915313;1
0.0007417467422783375;0.005369727965444326;0.015128262341022491;0.015052159316837788;0.002316319616511464;0.004762024153023958;0.005900464951992035;0.0022083474323153496;1
0.02472471259534359;0.0069494410417973995;0.014098641462624073;0.03903285413980484;0.011107727885246277;0.018276957795023918;0.002863372676074505;0.0003311590990051627;1
0.004298808053135872;0.015636010095477104;0.016545621678233147;0.009944700635969639;0.0026943895500153303;0.01820184849202633;0.0028813437093049288;0.00046883197501301765;1
0.002024797024205327;0.016697177663445473;0.005786731373518705;0.01732044853270054;0.0033290679566562176;0.0029944167472422123;0.0022104280069470406;0.0008874319610185921;1
0.0020036273635923862;0.00465672742575407;0.016125300899147987;0.018766675144433975;0.002521606395021081;0.015853384509682655;0.0033006661105901003;0.000658597273286432;1
0.0016322180163115263;0.005754933226853609;0.012642184272408485;0.03663897141814232;0.007376639638096094;0.008838036097586155;0.0029592178761959076;0.0006158070755191147;1
0.005939065478742123;0.014361869543790817;0.010485192760825157;0.021849418058991432;0.010455941781401634;0.024275807663798332;0.0030131307430565357;0.0008985946187749505;1
0.234646275639534;0.05191292613744736;0.059450846165418625;0.08158993721008301;0.02080581896007061;0.07743922621011734;0.01421502884477377;0.00297671090811491;1
0.0010627772426232696;0.005067860241979361;0.008282585069537163;0.0030561021994799376;0.005450365133583546;0.007556145545095205;0.001701250788755715;0.000593481760006398;1
0.0013068998232483864;0.005509550217539072;0.010996744967997074;0.010622142814099789;0.003548040520399809;0.010911094024777412;0.002000766806304455;0.0005730168777517974;1
0.003787517547607422;0.017701860517263412;0.010439576581120491;0.025967353954911232;0.004213511943817139;0.013620089739561081;0.0016952604055404663;0.0012818461982533336;1
0.000249749980866909;0.0016769403591752052;0.0049656410701572895;0.015615426003932953;0.003245242405682802;0.01870759390294552;0.0023482053074985743;0.0009878959972411394;1
